# x,y,z
6.750881561238230688e+00,6.868999999999999773e+01,0.000000000000000000e+00
8.338251009421264826e+01,6.503627659574468112e+01,0.000000000000000000e+00
1.162246366083445537e+02,6.503627659574468112e+01,0.000000000000000000e+00
5.418950874831762121e+01,6.138255319148935740e+01,0.000000000000000000e+00
3.959300807537010769e+01,5.772882978723404079e+01,0.000000000000000000e+00
4.689125841184386445e+01,5.772882978723404079e+01,0.000000000000000000e+00
7.243513458950201311e+01,5.772882978723404079e+01,0.000000000000000000e+00
7.608425975773889149e+01,5.772882978723404079e+01,0.000000000000000000e+00
8.338251009421264826e+01,5.772882978723404079e+01,0.000000000000000000e+00
2.864563257065950097e+01,5.407510638297871708e+01,0.000000000000000000e+00
7.243513458950201311e+01,5.407510638297871708e+01,0.000000000000000000e+00
-2.244211978465679636e+01,5.042138297872340047e+01,0.000000000000000000e+00
6.750881561238230688e+00,5.042138297872340047e+01,0.000000000000000000e+00
2.864563257065950097e+01,5.042138297872340047e+01,0.000000000000000000e+00
5.418950874831762121e+01,5.042138297872340047e+01,0.000000000000000000e+00
-2.609124495289367474e+01,4.676765957446808386e+01,0.000000000000000000e+00
-2.244211978465679636e+01,4.676765957446808386e+01,0.000000000000000000e+00
2.864563257065950097e+01,4.676765957446808386e+01,0.000000000000000000e+00
3.594388290713325773e+01,4.676765957446808386e+01,0.000000000000000000e+00
5.054038358008074283e+01,4.676765957446808386e+01,0.000000000000000000e+00
5.418950874831762121e+01,4.676765957446808386e+01,0.000000000000000000e+00
5.783863391655449959e+01,4.676765957446808386e+01,0.000000000000000000e+00
6.148775908479137797e+01,4.676765957446808386e+01,0.000000000000000000e+00
1.308211372812920672e+02,4.676765957446808386e+01,0.000000000000000000e+00
3.101756393001352308e+00,4.311393617021276725e+01,0.000000000000000000e+00
1.040000672947510907e+01,4.311393617021276725e+01,0.000000000000000000e+00
2.864563257065950097e+01,4.311393617021276725e+01,0.000000000000000000e+00
